時間（秒）,Ⅱ-Ⅰ-１,Ⅱ-Ⅰ-２,Ⅱ-Ⅰ-３,Ⅱ-Ⅱ-１,Ⅱ-Ⅱ-２,Ⅱ-Ⅱ-３,Ⅱ-Ⅲ-１,Ⅱ-Ⅲ-２,Ⅱ-Ⅲ-３
33.7300000000019,,,,5.265 ,-8.550 ,0.257 ,9.091 ,8.872 ,-3.742 
33.7400000000019,,,,5.133 ,-8.784 ,0.382 ,9.350 ,9.754 ,-4.673 
33.7500000000019,,,,4.883 ,-8.922 ,0.517 ,9.733 ,10.608 ,-5.177 
33.7600000000019,,,,4.540 ,-9.033 ,0.361 ,10.154 ,10.396 ,-5.517 
33.7700000000019,,,,4.138 ,-9.116 ,0.343 ,10.471 ,9.473 ,-5.809 
33.7800000000019,,,,3.598 ,-9.248 ,0.351 ,10.851 ,8.478 ,-6.111 
33.7900000000019,,,,2.944 ,-9.383 ,0.356 ,10.993 ,7.069 ,-6.884 
33.8000000000018,,,,2.218 ,-9.493 ,0.551 ,11.012 ,5.528 ,-7.158 
33.8100000000018,,,,1.472 ,-9.522 ,0.766 ,11.175 ,3.367 ,-7.360 
33.8200000000018,,,,0.680 ,-9.524 ,1.091 ,11.083 ,1.699 ,-7.797 
33.8300000000018,,,,-0.112 ,-9.492 ,1.538 ,10.901 ,0.497 ,-8.258 
33.8400000000018,,,,-0.929 ,-9.534 ,1.870 ,10.790 ,-0.575 ,-9.007 
33.8500000000018,,,,-1.749 ,-9.433 ,2.324 ,10.335 ,-1.466 ,-9.299 
33.8600000000018,,,,-2.546 ,-9.197 ,2.812 ,9.866 ,-2.361 ,-9.407 
33.8700000000018,,,,-3.285 ,-9.014 ,3.180 ,9.632 ,-2.997 ,-9.708 
33.8800000000018,,,,-4.032 ,-8.870 ,3.270 ,9.134 ,-3.808 ,-10.342 
33.8900000000018,,,,-4.720 ,-8.730 ,3.471 ,8.447 ,-4.589 ,-10.442 
33.9000000000018,,,,-5.374 ,-8.587 ,3.483 ,7.865 ,-5.766 ,-10.512 
33.9100000000018,,,,-5.944 ,-8.443 ,3.377 ,7.245 ,-7.030 ,-10.570 
33.9200000000018,,,,-6.490 ,-8.388 ,3.247 ,6.724 ,-8.511 ,-10.724 
33.9300000000018,,,,-6.946 ,-8.343 ,2.743 ,6.304 ,-9.704 ,-10.849 
33.9400000000018,,,,-7.316 ,-8.347 ,2.487 ,5.738 ,-10.881 ,-10.933 
33.9500000000018,,,,-7.621 ,-8.348 ,2.126 ,5.322 ,-11.821 ,-10.940 
33.9600000000018,,,,-7.902 ,-8.320 ,1.510 ,5.119 ,-12.400 ,-10.864 
33.9700000000018,,,,-8.063 ,-8.241 ,1.163 ,4.972 ,-12.743 ,-10.832 
33.9800000000018,,,,-8.122 ,-8.166 ,0.632 ,5.091 ,-12.754 ,-10.824 
33.9900000000018,,,,-8.084 ,-8.128 ,-0.013 ,5.157 ,-12.228 ,-11.110 
34.0000000000018,,,,-8.018 ,-8.080 ,-0.444 ,5.087 ,-11.814 ,-10.770 
34.0100000000018,,,,-7.854 ,-7.902 ,-0.993 ,5.443 ,-11.394 ,-10.599 
34.0200000000018,,,,-7.576 ,-7.747 ,-1.681 ,5.928 ,-11.140 ,-10.490 
34.0300000000018,,,,-7.190 ,-7.606 ,-2.182 ,6.199 ,-10.616 ,-10.682 
34.0400000000018,,,,-6.770 ,-7.569 ,-2.793 ,6.479 ,-10.694 ,-10.348 
34.0500000000018,,,,-6.285 ,-7.517 ,-3.508 ,6.716 ,-10.640 ,-9.944 
34.0600000000018,,,,-5.785 ,-7.441 ,-4.039 ,6.987 ,-10.794 ,-9.652 
34.0700000000018,,,,-5.226 ,-7.416 ,-4.468 ,7.310 ,-11.049 ,-9.304 
34.0800000000018,,,,-4.689 ,-7.541 ,-5.105 ,7.416 ,-11.127 ,-8.853 
34.0900000000018,,,,-4.239 ,-7.742 ,-5.615 ,7.301 ,-11.066 ,-8.201 
34.1000000000018,,,,-3.925 ,-8.010 ,-5.992 ,7.078 ,-10.816 ,-7.416 
34.1100000000018,,,,-3.775 ,-8.202 ,-6.308 ,6.884 ,-10.411 ,-6.349 
34.1200000000018,,,,-3.813 ,-8.443 ,-6.628 ,6.653 ,-9.921 ,-5.835 
34.1300000000018,,,,-4.061 ,-8.748 ,-6.928 ,6.135 ,-9.239 ,-4.539 
34.1400000000018,,,,-4.577 ,-9.053 ,-7.261 ,5.496 ,-8.576 ,-3.276 
34.1500000000018,,,,-5.291 ,-9.252 ,-7.499 ,4.918 ,-7.724 ,-2.113 
34.1600000000018,,,,-6.214 ,-9.382 ,-7.649 ,4.326 ,-7.139 ,-1.023 
34.1700000000018,,,,-7.248 ,-9.431 ,-7.975 ,3.757 ,-6.996 ,0.579 
34.1800000000018,,,,-8.369 ,-9.504 ,-8.177 ,3.184 ,-6.715 ,1.988 
34.1900000000018,,,,-9.493 ,-9.579 ,-8.508 ,2.563 ,-6.641 ,3.213 
34.2000000000018,,,,-10.626 ,-9.627 ,-8.720 ,2.039 ,-6.613 ,4.534 
34.2100000000018,,,,-11.687 ,-9.596 ,-8.690 ,1.717 ,-6.693 ,5.876 
34.2200000000018,,,,-12.628 ,-9.593 ,-8.814 ,1.493 ,-6.965 ,7.229 
34.2300000000018,,,,-13.382 ,-9.655 ,-9.014 ,1.283 ,-6.959 ,8.118 
34.2400000000018,,,,-13.972 ,-9.863 ,-8.745 ,1.217 ,-6.179 ,9.010 
34.2500000000018,,,,-14.390 ,-10.035 ,-8.478 ,1.244 ,-5.614 ,9.477 
34.2600000000018,,,,-14.590 ,-10.155 ,-8.270 ,1.295 ,-4.620 ,10.049 
34.2700000000018,,,,-14.529 ,-10.389 ,-7.946 ,1.582 ,-3.200 ,10.429 
34.2800000000018,,,,-14.255 ,-10.775 ,-7.463 ,1.893 ,-1.506 ,9.940 
34.2900000000018,,,,-13.760 ,-11.166 ,-7.003 ,2.018 ,0.682 ,9.551 
34.3000000000017,,,,-13.113 ,-11.567 ,-6.616 ,2.310 ,2.917 ,9.259 
34.3100000000017,,,,-12.327 ,-11.931 ,-6.301 ,2.661 ,5.288 ,8.342 
34.3200000000017,,,,-11.418 ,-12.297 ,-5.906 ,2.840 ,7.253 ,7.527 
34.3300000000017,,,,-10.442 ,-12.678 ,-5.568 ,3.084 ,9.636 ,6.353 
34.3400000000017,,,,-9.531 ,-13.065 ,-5.480 ,3.280 ,11.920 ,5.334 
34.3500000000017,,,,-8.624 ,-13.308 ,-5.368 ,3.264 ,13.600 ,4.128 
34.3600000000017,,,,-7.756 ,-13.497 ,-5.168 ,3.228 ,15.362 ,2.861 
34.3700000000017,,,,-6.985 ,-13.684 ,-5.109 ,3.242 ,16.740 ,1.493 
34.3800000000017,,,,-6.336 ,-13.886 ,-4.988 ,3.218 ,18.204 ,0.394 
34.3900000000017,,,,-5.705 ,-14.073 ,-4.711 ,3.002 ,19.419 ,-1.203 
34.4000000000017,,,,-5.145 ,-14.287 ,-4.583 ,2.709 ,20.751 ,-2.787 
34.4100000000017,,,,-4.661 ,-14.420 ,-4.344 ,2.520 ,21.953 ,-4.231 
34.4200000000017,,,,-4.302 ,-14.509 ,-3.636 ,2.290 ,23.107 ,-5.451 
34.4300000000017,,,,-4.033 ,-14.590 ,-3.192 ,2.094 ,24.196 ,-7.258 
34.4400000000017,,,,-3.830 ,-14.742 ,-2.655 ,1.921 ,25.545 ,-8.922 
34.4500000000017,,,,-3.690 ,-14.725 ,-2.060 ,1.575 ,26.757 ,-10.508 
34.4600000000017,,,,-3.756 ,-14.594 ,-1.254 ,1.362 ,27.764 ,-11.888 
34.4700000000017,,,,-4.017 ,-14.457 ,-0.586 ,1.378 ,28.323 ,-13.329 
34.4800000000017,,,,-4.298 ,-14.385 ,0.120 ,1.391 ,28.824 ,-14.982 
34.4900000000017,,,,-4.544 ,-14.310 ,0.655 ,1.396 ,29.318 ,-16.248 
34.5000000000017,,,,-4.875 ,-14.197 ,1.142 ,1.376 ,29.106 ,-17.794 
34.5100000000017,,,,-5.244 ,-14.052 ,1.607 ,1.540 ,28.635 ,-18.860 
34.5200000000017,,,,-5.551 ,-13.965 ,2.128 ,1.933 ,27.624 ,-19.637 
34.5300000000017,,,,-5.692 ,-13.918 ,2.434 ,2.278 ,26.408 ,-20.869 
34.5400000000017,,,,-5.710 ,-13.941 ,2.540 ,2.644 ,25.189 ,-21.671 
34.5500000000017,,,,-5.615 ,-13.963 ,2.839 ,2.981 ,23.814 ,-22.136 
34.5600000000017,,,,-5.495 ,-13.971 ,2.970 ,3.343 ,21.862 ,-22.324 
34.5700000000017,,,,-5.365 ,-13.965 ,3.206 ,3.997 ,20.100 ,-22.121 
34.5800000000017,,,,-5.159 ,-14.105 ,3.537 ,4.586 ,18.582 ,-21.931 
34.5900000000017,,,,-4.721 ,-14.317 ,3.525 ,4.925 ,17.064 ,-21.492 
34.6000000000017,,,,-4.310 ,-14.413 ,3.567 ,5.244 ,15.778 ,-20.519 
34.6100000000017,,,,-4.123 ,-14.356 ,3.832 ,5.657 ,14.326 ,-19.152 
34.6200000000017,,,,-3.975 ,-14.260 ,4.144 ,6.196 ,12.889 ,-17.402 
34.6300000000017,,,,-3.525 ,-14.179 ,4.182 ,6.402 ,11.862 ,-16.235 
34.6400000000017,,,,-2.990 ,-14.089 ,4.140 ,6.348 ,10.861 ,-14.370 
34.6500000000017,,,,-2.729 ,-13.703 ,4.036 ,6.539 ,9.799 ,-12.468 
34.6600000000017,,,,-2.624 ,-13.203 ,4.144 ,6.446 ,8.325 ,-10.278 
34.6700000000017,,,,-2.196 ,-12.886 ,4.248 ,6.202 ,7.149 ,-8.354 
34.6800000000017,,,,-1.538 ,-12.662 ,4.090 ,6.255 ,5.930 ,-6.822 
34.6900000000017,,,,-0.957 ,-12.250 ,3.733 ,5.824 ,4.742 ,-5.127 
34.7000000000017,,,,-0.495 ,-11.787 ,3.395 ,5.229 ,3.515 ,-3.383 
34.7100000000017,,,,0.152 ,-11.438 ,3.604 ,5.113 ,2.038 ,-1.855 
34.7200000000017,,,,1.022 ,-11.193 ,3.440 ,4.768 ,1.012 ,-0.645 
34.7300000000017,,,,1.934 ,-10.837 ,3.076 ,4.307 ,-0.018 ,0.172 
34.7400000000017,,,,2.751 ,-10.454 ,2.670 ,4.076 ,-0.922 ,0.855 
34.7500000000017,,,,3.556 ,-10.126 ,2.538 ,3.751 ,-1.725 ,1.996 
34.7600000000017,,,,4.336 ,-9.822 ,2.507 ,3.613 ,-2.456 ,2.313 
34.7700000000017,,,,5.114 ,-9.479 ,2.450 ,3.670 ,-3.137 ,2.470 
34.7800000000017,,,,5.869 ,-9.052 ,1.943 ,3.674 ,-3.627 ,2.808 
34.7900000000017,,,,6.588 ,-8.646 ,1.560 ,3.929 ,-3.996 ,2.874 
34.8000000000016,,,,7.139 ,-8.233 ,1.693 ,4.320 ,-4.439 ,3.029 
34.8100000000016,,,,7.585 ,-7.683 ,1.604 ,4.583 ,-4.849 ,3.027 
34.8200000000016,,,,8.078 ,-7.128 ,1.457 ,5.056 ,-5.195 ,3.040 
34.8300000000016,,,,8.656 ,-6.605 ,1.277 ,5.888 ,-5.716 ,3.467 
34.8400000000016,,,,9.138 ,-6.121 ,1.273 ,6.535 ,-6.260 ,3.267 
34.8500000000016,,,,9.504 ,-5.594 ,1.392 ,6.799 ,-6.668 ,3.641 
34.8600000000016,,,,9.879 ,-5.082 ,1.720 ,7.301 ,-7.210 ,3.962 
34.8700000000016,,,,10.445 ,-4.619 ,1.967 ,8.024 ,-8.150 ,4.433 
34.8800000000016,,,,11.075 ,-4.209 ,1.879 ,8.430 ,-8.711 ,4.780 
34.8900000000016,,,,11.645 ,-3.771 ,2.253 ,8.618 ,-9.005 ,4.822 
34.9000000000016,,,,12.129 ,-3.334 ,2.669 ,8.702 ,-9.071 ,5.088 
34.9100000000016,,,,12.703 ,-2.877 ,2.918 ,8.833 ,-9.175 ,5.743 
34.9200000000016,,,,13.404 ,-2.428 ,2.998 ,9.092 ,-9.104 ,5.776 
34.9300000000016,,,,14.092 ,-1.931 ,3.099 ,9.070 ,-8.448 ,5.882 
34.9400000000016,,,,14.635 ,-1.451 ,3.144 ,8.933 ,-7.709 ,5.913 
34.9500000000016,,,,15.128 ,-0.930 ,3.259 ,8.861 ,-7.010 ,6.015 
34.9600000000016,,,,15.644 ,-0.370 ,3.205 ,8.626 ,-6.532 ,6.612 
34.9700000000016,,,,16.182 ,0.214 ,3.115 ,8.625 ,-6.319 ,6.740 
34.9800000000016,,,,16.621 ,0.787 ,3.090 ,8.692 ,-6.055 ,6.543 
34.9900000000016,,,,16.999 ,1.344 ,3.121 ,8.314 ,-5.748 ,6.757 
35.0000000000016,,,,17.315 ,1.923 ,3.192 ,8.051 ,-5.786 ,7.076 
35.0100000000016,,,,17.628 ,2.536 ,3.485 ,8.042 ,-5.770 ,7.076 
35.0200000000016,,,,17.910 ,3.082 ,3.730 ,7.922 ,-5.158 ,6.685 
35.0300000000016,,,,18.199 ,3.618 ,4.094 ,7.786 ,-3.919 ,6.263 
35.0400000000016,,,,18.413 ,4.130 ,4.534 ,7.501 ,-2.123 ,5.706 
35.0500000000016,,,,18.511 ,4.629 ,5.035 ,7.171 ,0.349 ,5.135 
35.0600000000016,,,,18.524 ,5.087 ,5.448 ,7.111 ,3.460 ,4.230 
35.0700000000016,,,,18.587 ,5.531 ,5.820 ,6.992 ,7.090 ,3.431 
35.0800000000016,,,,18.602 ,5.921 ,6.190 ,6.733 ,10.827 ,2.403 
35.0900000000016,,,,18.427 ,6.312 ,6.120 ,6.619 ,14.824 ,1.562 
35.1000000000016,,,,18.093 ,6.674 ,5.951 ,6.516 ,18.177 ,0.989 
35.1100000000016,,,,17.821 ,7.004 ,5.876 ,6.374 ,21.125 ,0.266 
35.1200000000016,,,,17.561 ,7.312 ,5.416 ,6.401 ,23.255 ,-0.303 
35.1300000000016,,,,17.156 ,7.676 ,4.732 ,6.484 ,25.068 ,-0.844 
35.1400000000016,,,,16.646 ,7.964 ,4.013 ,6.396 ,25.904 ,-1.455 
35.1500000000016,,,,16.193 ,8.166 ,3.277 ,6.302 ,26.414 ,-1.874 
35.1600000000016,,,,15.811 ,8.378 ,2.705 ,6.345 ,26.675 ,-2.430 
35.1700000000016,,,,15.374 ,8.590 ,2.000 ,6.400 ,26.910 ,-3.228 
35.1800000000016,,,,14.883 ,8.728 ,1.476 ,6.493 ,26.933 ,-4.009 
35.1900000000016,,,,14.484 ,8.746 ,1.002 ,6.522 ,27.140 ,-4.745 
35.2000000000016,,,,14.093 ,8.728 ,0.714 ,6.406 ,27.720 ,-5.620 
35.2100000000016,,,,13.648 ,8.703 ,0.737 ,6.526 ,27.919 ,-6.237 
35.2200000000016,,,,13.158 ,8.639 ,0.636 ,6.769 ,27.907 ,-7.037 
35.2300000000016,,,,12.713 ,8.570 ,0.591 ,6.721 ,27.724 ,-7.480 
35.2400000000016,,,,12.206 ,8.401 ,0.581 ,6.682 ,26.942 ,-7.591 
35.2500000000016,,,,11.600 ,8.235 ,0.499 ,6.732 ,25.794 ,-7.696 
35.2600000000016,,,,10.951 ,8.089 ,0.488 ,6.579 ,23.790 ,-7.515 
35.2700000000016,,,,10.303 ,7.968 ,0.230 ,6.439 ,21.304 ,-6.674 
35.2800000000016,,,,9.592 ,7.772 ,-0.275 ,6.374 ,18.221 ,-5.973 
35.2900000000016,,,,8.896 ,7.532 ,-0.722 ,6.068 ,14.946 ,-4.872 
35.3000000000015,,,,8.211 ,7.233 ,-1.361 ,5.647 ,11.626 ,-3.600 
35.3100000000015,,,,7.527 ,6.945 ,-2.058 ,5.349 ,8.074 ,-2.046 
35.3200000000015,,,,6.869 ,6.614 ,-2.620 ,5.032 ,4.735 ,-0.390 
35.3300000000015,,,,6.318 ,6.202 ,-3.369 ,4.662 ,1.484 ,1.447 
35.3400000000015,,,,5.787 ,5.670 ,-4.005 ,4.299 ,-1.130 ,3.091 
35.3500000000015,,,,5.216 ,5.106 ,-4.554 ,3.834 ,-3.507 ,4.727 
35.3600000000015,,,,4.652 ,4.539 ,-4.752 ,3.386 ,-5.802 ,6.625 
35.3700000000015,,,,4.065 ,3.959 ,-4.889 ,3.086 ,-7.548 ,8.248 
35.3800000000015,,,,3.399 ,3.352 ,-5.175 ,2.790 ,-9.442 ,9.520 
35.3900000000015,,,,2.687 ,2.736 ,-5.118 ,2.466 ,-10.588 ,10.827 
35.4000000000015,,,,1.887 ,2.164 ,-5.058 ,2.085 ,-11.483 ,11.705 
35.4100000000015,,,,0.930 ,1.726 ,-4.855 ,1.729 ,-11.977 ,12.516 
35.4200000000015,,,,-0.153 ,1.364 ,-4.737 ,1.662 ,-12.355 ,13.403 
35.4300000000015,,,,-1.209 ,1.048 ,-4.752 ,1.678 ,-11.833 ,13.521 
35.4400000000015,,,,-2.267 ,0.742 ,-4.906 ,1.505 ,-10.860 ,13.916 
35.4500000000015,,,,-3.452 ,0.512 ,-4.875 ,1.345 ,-9.094 ,13.985 
35.4600000000015,,,,-4.704 ,0.359 ,-5.019 ,1.371 ,-7.319 ,14.205 
35.4700000000015,,,,-5.802 ,0.222 ,-5.302 ,1.560 ,-5.055 ,14.575 
35.4800000000015,,,,-6.747 ,0.064 ,-5.696 ,1.739 ,-2.651 ,14.535 
35.4900000000015,,,,-7.649 ,-0.093 ,-5.914 ,1.779 ,0.007 ,14.822 
35.5000000000015,,,,-8.587 ,-0.239 ,-6.331 ,1.790 ,2.447 ,14.995 
35.5100000000015,,,,-9.334 ,-0.340 ,-6.468 ,1.946 ,4.646 ,15.281 
35.5200000000015,,,,-9.856 ,-0.422 ,-6.649 ,2.316 ,6.354 ,15.670 
35.5300000000015,,,,-10.319 ,-0.481 ,-6.857 ,2.602 ,7.713 ,15.953 
35.5400000000015,,,,-10.754 ,-0.591 ,-6.924 ,2.619 ,8.837 ,15.790 
35.5500000000015,,,,-11.013 ,-0.680 ,-6.888 ,2.831 ,9.822 ,15.495 
35.5600000000015,,,,-11.136 ,-0.689 ,-6.772 ,3.315 ,10.149 ,15.494 
35.5700000000015,,,,-11.232 ,-0.617 ,-6.645 ,3.661 ,10.122 ,15.306 
35.5800000000015,,,,-11.248 ,-0.586 ,-6.534 ,3.994 ,10.210 ,14.270 
35.5900000000015,,,,-11.096 ,-0.576 ,-6.488 ,4.455 ,10.434 ,13.032 
35.6000000000015,,,,-10.924 ,-0.491 ,-6.351 ,4.892 ,10.390 ,12.094 
35.6100000000015,,,,-10.796 ,-0.331 ,-6.135 ,5.402 ,9.927 ,11.138 
35.6200000000015,,,,-10.599 ,-0.214 ,-6.102 ,6.039 ,9.729 ,9.684 
35.6300000000015,,,,-10.230 ,-0.108 ,-6.025 ,6.680 ,9.138 ,7.976 
35.6400000000015,,,,-9.868 ,-0.033 ,-5.995 ,7.336 ,8.765 ,6.637 
35.6500000000015,,,,-9.558 ,0.085 ,-5.894 ,7.979 ,7.820 ,5.522 
35.6600000000015,,,,-9.217 ,0.205 ,-5.724 ,8.623 ,6.699 ,4.339 
35.6700000000015,,,,-8.780 ,0.357 ,-5.503 ,9.419 ,5.514 ,3.426 
35.6800000000015,,,,-8.347 ,0.490 ,-5.405 ,10.242 ,4.145 ,2.502 
35.6900000000015,,,,-7.969 ,0.614 ,-5.180 ,10.900 ,2.634 ,1.998 
35.7000000000015,,,,-7.684 ,0.753 ,-4.783 ,11.513 ,1.311 ,1.632 
35.7100000000015,,,,-7.480 ,0.944 ,-4.512 ,12.224 ,-0.117 ,1.713 
35.7200000000015,,,,-7.348 ,1.157 ,-4.138 ,13.012 ,-1.398 ,1.846 
35.7300000000015,,,,-7.285 ,1.421 ,-3.669 ,13.758 ,-2.498 ,1.562 
35.7400000000015,,,,-7.376 ,1.659 ,-3.433 ,14.335 ,-3.091 ,2.088 
35.7500000000015,,,,-7.617 ,1.945 ,-3.129 ,14.825 ,-3.285 ,2.316 
35.7600000000015,,,,-7.944 ,2.297 ,-2.729 ,15.418 ,-3.139 ,2.472 
35.7700000000015,,,,-8.264 ,2.687 ,-2.435 ,16.050 ,-2.662 ,2.740 
35.7800000000015,,,,-8.636 ,3.055 ,-2.291 ,16.412 ,-1.757 ,2.603 
35.7900000000015,,,,-8.977 ,3.306 ,-2.230 ,16.597 ,-0.066 ,2.561 
35.8000000000015,,,,-9.255 ,3.563 ,-2.234 ,16.914 ,1.493 ,2.567 
35.8100000000014,,,,-9.468 ,3.882 ,-2.181 ,17.043 ,3.487 ,2.324 
35.8200000000014,,,,-9.580 ,4.113 ,-2.232 ,16.916 ,5.307 ,1.936 
35.8300000000014,,,,-9.495 ,4.325 ,-2.381 ,17.016 ,7.295 ,1.641 
35.8400000000014,,,,-9.311 ,4.494 ,-2.712 ,16.981 ,9.104 ,1.136 
35.8500000000014,,,,-9.081 ,4.703 ,-2.942 ,16.552 ,10.771 ,0.908 
35.8600000000014,,,,-8.787 ,4.933 ,-3.045 ,16.316 ,12.051 ,0.289 
35.8700000000014,,,,-8.350 ,5.173 ,-3.163 ,16.209 ,13.386 ,-0.220 
35.8800000000014,,,,-7.809 ,5.392 ,-3.445 ,15.927 ,13.858 ,-0.636 
35.8900000000014,,,,-7.240 ,5.600 ,-3.656 ,15.604 ,14.601 ,-1.003 
35.9000000000014,,,,-6.665 ,5.817 ,-3.741 ,15.185 ,15.142 ,-1.553 
35.9100000000014,,,,-6.014 ,6.069 ,-3.586 ,14.830 ,15.216 ,-1.932 
35.9200000000014,,,,-5.317 ,6.338 ,-3.609 ,14.701 ,15.012 ,-2.219 
35.9300000000014,,,,-4.563 ,6.615 ,-3.623 ,14.466 ,14.317 ,-2.151 
35.9400000000014,,,,-3.810 ,6.791 ,-3.530 ,14.086 ,13.467 ,-2.174 
35.9500000000014,,,,-3.076 ,6.986 ,-3.553 ,13.811 ,12.474 ,-2.265 
35.9600000000014,,,,-2.347 ,7.184 ,-3.341 ,13.648 ,10.674 ,-2.038 
35.9700000000014,,,,-1.591 ,7.346 ,-3.231 ,13.526 ,8.404 ,-1.399 
35.9800000000014,,,,-0.846 ,7.431 ,-3.336 ,13.348 ,5.913 ,-0.916 
35.9900000000014,,,,-0.104 ,7.470 ,-3.528 ,13.096 ,3.174 ,-0.534 
36.0000000000014,,,,0.587 ,7.485 ,-3.522 ,12.870 ,0.516 ,-0.229 
36.0100000000014,,,,1.206 ,7.583 ,-3.563 ,12.673 ,-2.381 ,0.323 
36.0200000000014,,,,1.790 ,7.680 ,-3.689 ,12.487 ,-5.391 ,0.884 
36.0300000000014,,,,2.424 ,7.758 ,-3.951 ,12.250 ,-8.141 ,1.236 
36.0400000000014,,,,2.990 ,7.809 ,-4.112 ,11.911 ,-10.360 ,1.327 
36.0500000000014,,,,3.467 ,7.891 ,-4.146 ,11.605 ,-12.254 ,1.071 
36.0600000000014,,,,3.928 ,7.968 ,-4.095 ,11.309 ,-14.023 ,1.427 
36.0700000000014,,,,4.440 ,7.992 ,-4.087 ,10.945 ,-15.830 ,1.326 
36.0800000000014,,,,4.974 ,7.928 ,-3.913 ,10.659 ,-17.307 ,1.290 
36.0900000000014,,,,5.515 ,7.789 ,-3.827 ,10.309 ,-18.550 ,0.675 
36.1000000000014,,,,6.028 ,7.604 ,-3.616 ,9.800 ,-19.359 ,0.249 
36.1100000000014,,,,6.563 ,7.384 ,-3.182 ,9.428 ,-20.876 ,-0.098 
36.1200000000014,,,,7.124 ,7.116 ,-2.722 ,9.104 ,-22.110 ,-0.297 
36.1300000000014,,,,7.726 ,6.788 ,-2.593 ,8.683 ,-23.169 ,-0.937 
36.1400000000014,,,,8.296 ,6.382 ,-2.361 ,8.322 ,-23.548 ,-1.846 
36.1500000000014,,,,8.808 ,5.972 ,-2.097 ,7.917 ,-23.580 ,-2.693 
36.1600000000014,,,,9.227 ,5.560 ,-1.747 ,7.492 ,-23.558 ,-3.073 
36.1700000000014,,,,9.636 ,5.156 ,-1.611 ,7.204 ,-22.918 ,-3.502 
36.1800000000014,,,,10.014 ,4.720 ,-1.688 ,6.891 ,-21.518 ,-4.143 
36.1900000000014,,,,10.293 ,4.295 ,-1.749 ,6.475 ,-19.286 ,-5.430 
36.2000000000014,,,,10.441 ,3.912 ,-1.745 ,6.023 ,-17.212 ,-5.712 
36.2100000000014,,,,10.548 ,3.582 ,-1.626 ,5.591 ,-14.944 ,-5.589 
36.2200000000014,,,,10.659 ,3.253 ,-1.564 ,5.175 ,-12.555 ,-5.972 
36.2300000000014,,,,10.799 ,2.951 ,-1.671 ,4.664 ,-10.188 ,-6.630 
36.2400000000014,,,,10.885 ,2.593 ,-1.770 ,4.133 ,-7.808 ,-6.714 
36.2500000000014,,,,10.926 ,2.239 ,-1.313 ,3.579 ,-5.829 ,-6.597 
36.2600000000014,,,,10.986 ,1.870 ,-0.838 ,2.904 ,-3.942 ,-6.661 
36.2700000000014,,,,11.074 ,1.464 ,-0.634 ,2.350 ,-2.214 ,-6.486 
36.2800000000014,,,,11.144 ,1.015 ,-0.305 ,1.878 ,-0.470 ,-6.435 
36.2900000000014,,,,11.180 ,0.538 ,0.244 ,1.248 ,1.514 ,-6.712 
36.3000000000014,,,,11.146 ,0.025 ,0.861 ,0.663 ,3.538 ,-6.754 
36.3100000000013,,,,11.120 ,-0.466 ,1.443 ,0.147 ,5.087 ,-6.070 
36.3200000000013,,,,11.103 ,-0.924 ,1.800 ,-0.429 ,6.656 ,-5.750 
36.3300000000013,,,,11.072 ,-1.358 ,2.192 ,-0.875 ,8.496 ,-6.272 
36.3400000000013,,,,10.991 ,-1.838 ,2.456 ,-1.294 ,10.239 ,-6.279 
36.3500000000013,,,,10.876 ,-2.263 ,2.749 ,-1.901 ,11.233 ,-5.509 
36.3600000000013,,,,10.714 ,-2.651 ,3.049 ,-2.433 ,11.705 ,-4.808 
36.3700000000013,,,,10.528 ,-2.999 ,3.063 ,-2.775 ,12.475 ,-4.836 
36.3800000000013,,,,10.305 ,-3.332 ,2.954 ,-3.169 ,12.914 ,-4.927 
36.3900000000013,,,,10.040 ,-3.657 ,2.910 ,-3.611 ,12.273 ,-3.976 
36.4000000000013,,,,9.703 ,-3.975 ,3.110 ,-4.002 ,11.311 ,-2.990 
36.4100000000013,,,,9.380 ,-4.232 ,3.185 ,-4.439 ,10.467 ,-2.353 
36.4200000000013,,,,9.067 ,-4.465 ,3.041 ,-4.839 ,9.517 ,-2.184 
36.4300000000013,,,,8.767 ,-4.669 ,3.086 ,-5.084 ,8.187 ,-1.286 
36.4400000000013,,,,8.456 ,-4.939 ,3.238 ,-5.400 ,6.623 ,-0.256 
36.4500000000013,,,,8.125 ,-5.217 ,3.542 ,-5.849 ,5.689 ,0.742 
36.4600000000013,,,,7.735 ,-5.449 ,3.704 ,-6.229 ,5.232 ,1.025 
36.4700000000013,,,,7.304 ,-5.639 ,3.722 ,-6.548 ,4.785 ,1.638 
36.4800000000013,,,,6.769 ,-5.827 ,3.853 ,-6.791 ,4.061 ,2.472 
36.4900000000013,,,,6.115 ,-6.003 ,4.098 ,-7.003 ,3.799 ,3.010 
36.5000000000013,,,,5.314 ,-6.130 ,4.122 ,-7.387 ,3.985 ,3.398 
36.5100000000013,,,,4.381 ,-6.119 ,4.055 ,-7.698 ,3.743 ,3.457 
36.5200000000013,,,,3.320 ,-6.028 ,4.015 ,-7.744 ,3.408 ,3.603 
36.5300000000013,,,,2.207 ,-5.891 ,3.803 ,-7.802 ,2.681 ,3.701 
36.5400000000013,,,,1.053 ,-5.781 ,3.667 ,-7.918 ,1.885 ,3.635 
36.5500000000013,,,,-0.128 ,-5.638 ,3.524 ,-8.050 ,1.256 ,3.283 
36.5600000000013,,,,-1.308 ,-5.469 ,3.339 ,-8.202 ,0.347 ,2.932 
